CÓDIGO;NOMBRE DEL ALIMENTO;"Energía
<ENERC>";"Energía
<ENERC>";"Agua
<WATER>";"Proteínas
<PROCNT>";"Grasa total
<FAT>";"Carbohidratos totales
<CHOCDF>";"Carbohidratos disponibles
<CHOAVL>";"Fibra dietaria
<FIBTG>";"Cenizas
<ASH>";"Calcio
<CA>";"Fósforo
<P>";"Zinc
<ZN>";"Hierro
<FE>";"Sodio
<NA>";"Potasio
<K>";"B caroteno equivalentes totales
<CARTBQ>";"Vitamina A equivalentes totales
<VITA>";"Tiamina
<THIA>";"Riboflavina
<RIBF>";"Niacina
<NIA>";"Vitamina C
<VITC>";Ácido fólico
;;kcal;kJ;g;g;g;g;g;g;g;mg;mg;mg;mg;mg;mg;µg;µg;mg;mg;mg;mg;µg
C;Noni, con cáscara, sin pepas;25;105;83.2;0.8;0.5;14.8;5.1;9.7;0.7;49;20;0.23;0;13;270;39;6;0.09;0.37;1.02;53.63;0
C;Palta dedo o cocktail;166;694;71.5;1.8;19.1;6.6;0;6.6;1;18;50;0.99;0.43;0;359;53;9;0.07;0.09;2.37;8.8;0
C;Palta Hass;204;851;65.9;1;23.5;7.8;1;6.8;1.8;9;50;0.49;0.57;4;520;42;7;0.08;0.13;2.21;0;0
C;Papaya, néctar natural, sin azúcar;15;63;95.9;0.4;0.5;3.1;2.4;0.6;0.1;10;100;0;0.14;1;60;8;1;0.01;0.03;0.18;12.58;0
C;Pasa rubia;265;1110;22.6;2.4;1;72.1;68.9;3.2;1.9;29;80;0.13;2.67;3;537;0;0;0.01;0.05;3.44;3.27;0
C;Piña Golden o baby golden;55;230;83.2;0.6;0.1;15.7;14.3;1.3;0.4;11;0;0.21;0.18;0;174;7;1;0.08;0;1.09;53.46;0
C;Piña Hawaiana;44;184;86.8;0.6;0.4;11.9;10.7;1.2;0.3;8;0;0.2;0.19;0;132;1;0;0.07;0;0.58;32.38;0
C;Piña Selva;30;128;89.8;0.5;0.4;9.3;7.1;2.1;0.1;6;0;0;0.15;0;122;6;1;0.07;0;1.24;29.04;0
C;Piña Selva, néctar natural, sin azúcar;19;79;95.7;0.2;0.5;3.5;3.5;0;0.1;2;0;0;0.17;1;73;3;0;0.03;0;0.53;6.52;0
C;Pitajaya roja;56;236;83.3;0.8;0.7;14.4;13.2;1.3;0.7;11;28;0.16;0.32;0;233;0;0;0.07;0;2.66;0.94;0
C;Plátano bellaco maduro, frito en aceite vegetal;173;722;55;1.1;3.7;39;33.7;5.2;1.2;3;30;0.16;0;0;441;1423;237;0.05;0.07;0.58;0;0
C;Uva Red Globe, con cáscara, sin pepas;52;216;82.6;0.6;0.4;13.6;12.8;0.8;2.7;11;0;0;0.34;3;138;1;0;0.05;0;0.33;5.65;0
D;Aceite compuesto (vegetal 70% pescado 30%);884;3699;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Aceite de pescado, hidrogenado;884;3699;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Aceite vegetal de algodón;884;3699;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Aceite vegetal de girasol;884;3699;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Aceite vegetal de maíz;884;3699;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Aceite vegetal de maní;884;3699;0;0;100;0;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0
D;Aceite vegetal de olivo;884;3699;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Aceite vegetal de palma;884;3699;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Aceite vegetal de soya;884;3699;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Almendra;554;2317;5.1;19.4;54.1;18.3;8.4;9.9;3.2;195;440;3.12;3.72;1;580;0;0;0.2;0.56;4.17;0;0
D;Avellana;498;2082;3.1;10.6;52.9;30.3;4.5;25.7;3.1;144;200;2.2;3.3;61;714;0;2;0.48;0.11;5.64;2;0
D;Cacao, semillas secas;570;2387;3.6;12;46.3;34.7;0;0;3.4;106;537;0;3.6;4;830;0;0;0.17;0.14;1.7;3;0
D;Castaña peruana o nuez de Brasil;647;2706;3.9;13;69;10.7;6;4.7;3.4;144;630;4.06;2.1;22;467;0;0;0.75;0.17;1.48;2.7;0
D;Maní crudo, sin cáscara con piel;559;2339;7.3;24.1;48.2;17.7;9.2;8.5;2.7;66;231;3.27;1.5;0;0;0;0;0.48;0.53;17;1.3;0
D;Maní sancochado;374;1565;32.3;15.9;27.5;21.9;13.1;8.8;2.4;47;219;1.83;3.6;0;0;0;0;0.18;0.1;8.88;0;0
D;Maní tostado, sin piel;590;2469;2;27.1;51;16.9;8.9;8;3;48;298;3.31;2.2;0;0;0;0;0.08;0.35;21.6;0;0
D;Manteca de cerdo;879;3676;0.5;0;99.4;0;0;0;0.1;0;0;0.11;0;0;0;0;0;0;0;0;0;0
D;Manteca vegetal;880;3699;0.1;0;99.5;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Mantequilla;729;3050;16;2;82;0;0;0;0;0;0;0;0;0;0;0;671;0;0;0;0;0
D;Mantequilla con sal;717;3000;15.9;0.9;81.1;0.1;0.1;0;2.1;24;24;0.09;0.02;0;0;0;684;0;0.03;0.04;0;0
D;Margarina vegetal con sal;720;3012;16;0.6;81;0.3;0.3;0;2.1;0;0;0;0;0;0;0;819;0;0;0;0;0
D;Nuez;654;2735;3.8;14.8;69.1;10.5;6;4.5;1.8;86;280;3.09;2.92;3;383;0;1;0.34;0.15;2.48;1.3;0
D;Cashú o castaña de cashú;574;2399;2.3;16.5;51.1;27.4;21.8;5.7;2.6;61;440;0;0;6;0;0;0;0;0;1.07;0;0
D;Chía, semilla de;362;1515;7.7;19.9;32.5;35.3;5.2;30.1;4.6;478;725;0;0;3;635;0;0;0;0;3.2;17.16;0
D;Linaza, semilla de;420;1757;8.1;17.8;42.5;28.7;0.7;27.9;2.9;228;400;0;3.41;42;0;0;0;0;0;1.36;0;0
D;Margarina, Astra de La Danesa 60% grasa vegetal;506;2117;34.9;0;57.2;0;0;0;2.4;0;0;0;0;1048;0;0;0;0;0;0;0;0
D;Margarina, Dorina Batida al 70% de grasa;597;2498;25.8;0;67.6;0;0;0;2.6;0;0;0;0;762;0;0;0;0;0;0;0;0
D;Margarina, Dorina Clásica al 70% de grasa;578;2420;26.5;0;65.4;0;0;0;2.4;0;0;0;0;861;0;0;0;0;0;0;0;0
D;Margarina, Dorina Light al 50% de grasa;409;1710;44.7;0;46.2;0;0;0;2.1;0;0;0;0;711;0;0;0;0;0;0;0;0
D;Margarina, La Danesa 70% de grasa vegetal;590;2469;24.5;0;66.8;0;0;0;3.1;0;0;0;0;1247;0;0;0;0;0;0;0;0
D;Margarina, La Preferida 70%  grasa;598;2502;24.6;0;67.6;0;0;0;3.1;0;0;0;0;1229;0;0;0;0;0;0;0;0
D;Margarina, Manty 40%  de grasa vegetal;325;1361;50.6;0;36.8;0;0;0;4.9;0;0;0;0;1790;0;0;0;0;0;0;0;0
D;Margarina, Sello de Oro;607;2539;24.8;0;68.6;0;0;0;2.3;0;0;0;0;926;0;0;0;0;0;0;0;0
D;Margarina, Swis Light;407;1704;44.8;0;46.1;0;0;0;2.2;0;0;0;0;864;0;0;0;0;0;0;0;0
D;Margarina, Swis 60% de grasa;479;2002;36.6;0;54.1;0;0;0;2;0;0;0;0;800;0;0;0;0;0;0;0;0
D;Ñuña tostada;385;1610;4.4;17.2;13.1;61.8;53.1;8.8;3.5;60;320;0;0;26;139;0;0;0;0;1.53;0;0
D;Pecana;670;2804;3.9;9.1;73.8;11.7;5.2;6.5;1.5;43;210;4.53;2.53;1;349;0;3;0.66;0.13;1.87;1;0
D;Sacha Inchi tostado;574;2402;2.8;25.6;54.4;14.5;7.4;7.1;2.7;267;420;0;0;3;0;0;0;0;0;0.58;0;0
D;Ajonjolí, semilla de*;525;2195;4.7;17.7;49.7;23.5;11.7;11.8;4.5;975;629;7.75;14.55;11;468;0;0;0.79;0.25;4.51;0;0
D;Ajonjolí negro, semilla de;501;2093;5.4;16;51.3;21.7;3.8;17.9;5.6;995;630;0;0;3;456;0;0;0;0;5.86;0;0
D;Girasol, semilla de;587;2456;2.4;20.2;58.6;15.4;6.6;8.8;3.4;98;635;0;7.69;2;640;0;6;1.92;0.22;8.17;0;0
D;Aceite vegetal de girasol con adición de EPA y DHA;883;3698;0.1;0;99.9;0;0;0;0;0;0;0;0;0;0;0;0;0.02;0.03;0;0;0
D;Aceite vegetal de girasol con canola;883;3697;0.1;0;99.9;0;0;0;0;0;0;0;0;0;0;0;0;0.02;0.03;0;0;0
D;Aceite vegetal de oliva extravirgen;883;3695;0.1;0;99.9;0;0;0;0;0;0;0;0;0;0;0;0;0.02;0.03;0.04;0;0
D;Aceite vegetal de sacha Inchi;883;3697;0.1;0;99.9;0;0;0;0;0;0;0;0;0;0;0;0;0.02;0.03;0;0;0
D;Mantequilla sin sal;746;3122;15;0.2;84.7;0;0;0;0;18;0;0.17;0.08;10;24;0;702;0.05;0.04;0;0;0
D;Maní tostado, acaramelado con ajonjolí, envasado;473;1977;1.4;13.4;23;60.7;53;7.7;1.5;56;220;1.67;1.65;4;407;0;0;0.13;0.06;7.6;0;0
D;Pasta untable de maní con sal;642;2686;0.8;26;51.6;18.5;0;0;3.2;45;375;3.05;1.54;306;624;0;0;0.14;0.03;4.65;4.83;0
D;Pistasho;582;2434;0.9;19.2;54.2;22.3;15.3;6.9;3.5;94;460;2.12;2.98;418;743;0;13;0.85;0.16;2.22;2.02;0
E;Almeja blanca;71;299;82.4;14.4;1.1;0;0;0;2.2;50;221;1.37;1.8;0;0;0;90;0.01;0.14;2.25;18.3;0
E;Aska (crustáceo), al estado natural;462;1934;8;56.6;19.4;11.1;0;0;4.9;40;600;0;76.9;0;0;0;0;0.18;2.4;0;0;0
E;Aska, sometido a cocción (crustáceo);467;1954;8;56;20.3;10.9;0;0;4.8;42;578;0;75;0;0;0;0;0.23;3.04;0;0;0
E;Barquillos;89;372;78.2;18.5;0.5;1.3;0;0;1.5;108;95;0;0.2;0;0;0;0;0.01;0.21;0.85;8.6;0
E;Camaroncito seco (chino);247;1034;29.6;52.3;1.9;1.6;0;0;14.6;524;650;0;4.9;0;0;0;15;0.03;0.11;3.4;0;0
E;Camarones frescos;88;370;78;17.8;0.2;2.6;0;0;1.4;117;263;1.11;0.1;0;0;0;54;0.02;0.13;1.4;5.2;0
E;Cangrejo;94;395;75.2;19.8;0.6;1.1;0;0;3.3;108;175;4.3;0.82;1000;110;0;0;0.16;0.08;2.8;2;0
E;Cangrejo cocido*;97;407;78.4;14.8;2.9;1.9;0;0;2;423;203;4.3;4.1;41;265;0;651;0.06;0.34;1.8;0;0
E;Caracol;87;365;78.6;16.9;0.8;1.9;1.9;0;1.8;158;106;1.63;2;206;347;0;26;0.02;0.39;1.25;7.8;0
E;Chanque, loco o tolina;104;434;74.3;21.9;0.3;1.8;0;0;1.7;85;130;0.82;1.5;0;0;0;2;0.03;0.35;1.68;9;0
E;Choros;91;383;78.7;13;2.3;3.7;0;0;2.2;119;206;1.6;5.05;0;0;0;48;0;0.82;2.05;5.4;0
E;Concha de abanico;92;385;78.2;15.9;1.8;1.9;0;0;2.2;12;219;0;0.29;0;0;0;0;0.05;0.79;1.8;11.6;0
E;Erizo;147;613;72.1;16.3;7.9;1.4;0;0;2.3;59;366;0;0.7;0;0;0;0;0.06;0.42;6.1;5.7;0
E;Langostino blanco;69;289;83.8;14.5;0.8;0;0;0;1.1;89;0;0;2.03;0;0;0;0;0;0;0;0;0
E;Lapas;86;361;78.1;18.5;0.4;0.9;0;0;2.1;102;81;0;1.2;0;0;0;0;0.09;0.6;1.2;9.3;0
E;Machas;130;544;69.5;23.2;1.3;4.7;0;0;1.3;172;180;1.37;4.8;0;0;0;90;0.08;0.19;1.77;0.8;0
E;Pescado acarabuazú, salado deshidratado;292;1222;25;47.5;9.9;0;0;0;16;559;379;0;2.5;0;0;0;0;0.16;0.89;0;1.2;0
E;Pescado anchoveta;156;651;70.8;19.1;8.2;0;0;0;1.2;77;276;1.72;3.04;0;0;0;15;0.01;0.21;0;8.7;0
E;Pescado atún, en conserva;181;756;65.3;22.9;9.9;0;0;0;1.9;0;0;0;0;0;0;0;0;0;0;0;0;0
E;Pescado atún, enlatado en agua;116;485;72.5;25.5;0.8;0;0;0;1.5;11;163;0.77;1.53;0;0;0;17;0.03;0.07;13.28;0;0
E;Pescado atún, enlatado en aceite;186;778;63;26.5;8.1;0;0;0;2.2;4;267;0.47;1.2;0;0;0;5;0.02;0.08;11.7;0;0
E;Pescado atún, fresco;141;591;70.4;23.3;4.6;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0
E;Pescado ayanque o cachema;88;368;77.2;19.6;0.5;0;0;0;1.3;126;240;0;0.3;0;0;0;0;0.02;0.1;2.5;4.7;0
E;Pescado bacalao fresco;82;343;80.2;17.8;0.7;0;0;0;1.2;16;203;0.45;0.4;0;0;0;12;0.08;0.06;2.06;1;0
E;Pescado bacalao seco salado;290;1212;16.1;62.8;2.4;0;0;0;18.7;160;950;1.59;3.6;0;0;0;42;0.27;0.24;7.5;4;0
E;Pescado bagre;80;335;80.9;15.2;1.7;0;0;0;2;34;113;0.51;1.9;0;0;0;15;0.05;0.09;1.55;0.7;0
E;Pescado bonito;138;577;70.6;23.4;4.2;0;0;0;1.5;28;258;0.3;0.7;40;293;0;0;0.01;0.07;12.8;1.6;0
E;Pescado bonito, huevera de;101;423;75.5;17.2;3;0;0;0;1.5;24;274;1;1.8;0;0;0;90;0.07;0.4;2.77;10.1;0
E;Pescado bonito fresco, músculo claro;115;481;73.1;23.5;1.3;0.7;0;0;1.4;20;240;0.51;1.03;30;380;0;42;0.14;0;10.41;0;0
E;Pescado bonito fresco, músculo oscuro;106;443;74.7;23.1;0.7;0.2;0;0;1.3;10;250;0.44;1.93;40;385;0;53;0.13;0;7.78;0;0
E;Pescado bonito, pulpa asada;136;568;69.9;24;3.7;0;0;0;1.7;15;206;0;1;0;0;0;0;0.01;0.04;0;0;0
E;Pescado bonito, seco salado;184;770;44;32.3;5.1;0;0;0;16.2;112;164;0.3;6.1;40;293;0;0;0.07;0.13;6.25;0;0
E;Pescado boquichico, salado deshidratado;287;1199;24.3;47.9;9.1;0;0;0;16.5;458;477;0;4.8;0;0;0;0;0.32;0.17;0;1;0
E;Pescado caballa, en conserva;225;942;60.1;24.8;14;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0
E;Pescado caballa, fresco;182;760;66.6;21.5;10;0;0;0;2;90;230;0.77;1.96;90;305;0;0;0.25;0.55;10.75;0;0
E;Pescado caballa, salado;132;551;62.3;21.4;4.1;0.8;0;0;11.5;120;170;0.79;2.45;4015;190;0;0;0.22;0.26;8.36;0;0
E;Pescado cabinza;96;402;77.8;19.1;1.6;0;0;0;1.3;60;239;0;2.34;0;0;0;0;0.01;0.3;3.9;2.5;0
E;Pescado cabrilla;96;400;77.9;18.6;1.8;0;0;0;1.2;16;0;0;0.74;0;0;0;0;0;0;0;0;0
E;Pescado carachama;64;268;82.8;14.2;0.4;0;0;0;1;140;151;0;1.2;0;0;0;0;0.02;0.07;2.12;4.8;0
E;Pescado cazón;98;410;75;21.8;0.5;0;0;0;1.4;108;206;0.5;2.6;0;0;0;0;0.02;0.08;3.4;3.4;0
E;Pescado chita;88;368;78;19.8;0.4;0;0;0;1.5;22;209;0;1.3;0;0;0;0;0.09;0.04;5.3;1.8;0
E;Pescado chita, huevera de;62;259;83.8;12.3;1;0;0;0;2.4;28;390;1;1.8;0;0;0;90;0.09;0.12;1.43;9.8;0
E;Pescado chita, pulpa asada;99;414;75.1;21;1;0;0;0;1.7;22;170;0;1;0;0;0;0;0.09;0.09;0;1.6;0
E;Pescado coco;99;414;78.7;17.4;2.7;0;0;0;1.1;93;0;0;0.31;0;0;0;0;0;0;0;0;0
E;Pescado cojinova;103;430;75.6;20.7;1.6;0;0;0;1.4;16;247;0;1.11;0;0;0;0;0.09;0.06;0.1;4.9;0
E;Pescado congrio;73;307;82.1;15.7;0.7;0;0;0;1.1;8;0;0;0;0;0;0;0;0;0;0;0;0
E;Pescado corvina;124;519;72.6;19.5;4.5;0;0;0;1.4;57;182;0.42;1.1;0;0;0;18;0.08;0.11;2.9;1.5;0
E;Pescado fuasaco, con espinas;72;301;79.5;16.3;0.3;0;0;0;1.3;645;225;0;1.3;0;0;0;0;0.01;0.03;1.2;2.2;0
E;Pescado jurel, en conserva;127;531;67;23.2;3.8;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0
E;Pescado jurel, fresco;121;506;73.4;22.2;2.7;0.3;0;0;1.3;37;210;0.6;1.56;115;300;0;0;0.13;0.25;9.23;0;0
E;Pescado lenguado;91;381;79.1;18.8;1.2;0;0;0;1.2;18;184;0.45;0.7;0;0;0;10;0.09;0.08;2.9;2;0
E;Pescado lisa;119;498;74.6;20.8;3.3;0;0;0;1.2;19;193;0.52;1;0;0;0;37;0.01;0.1;3.6;4.9;0
E;Pescado lorna, fresco;96;402;76.3;18.5;1.9;0;0;0;1.2;4;178;0;1.59;0;0;0;0;0.06;0.12;3.7;0;0
E;Pescado lorna, pulpa seca salada;150;628;44.8;30.9;2;0;0;0;18.7;260;172;0;5.7;0;0;0;0;0.07;0.13;2.75;3.9;0
E;Pescado machete;136;570;72.5;20.5;5.4;0;0;0;1.2;49;217;0;1.9;0;0;0;0;0.01;0.08;4.7;5.9;0
E;Pescado maparate, con espinas;73;304;79.1;15.1;0.9;0;0;0;1.2;455;186;0;1.1;0;0;0;0;0.01;0.05;1.2;9.8;0
E;Pescado merluza, fresco;72;303;82.4;15.8;0.5;0;0;0;1.2;15;185;0.4;0.2;0;0;0;17;0.06;0.1;3.8;1;0
E;Pescado merluza, seco;363;1519;9.2;73.8;5.3;0;0;0;11.7;0;0;0;0;0;0;0;0;0;0;0;0;0
E;Pescado mero, fresco;85;355;79.8;18.6;0.6;0;0;0;1;27;170;0.4;0.34;76;388;0;40;0.07;0.03;1.64;0;0
E;Pescado paiche, seco;247;1033;40.4;38.2;9.3;0;0;0;9.5;50;209;0;3.3;0;0;0;0;0.01;0.12;5.6;0;0
E;Pescado pampanito;106;444;76;19.2;2.7;0;0;0;1.3;126;132;0.72;0.3;0;0;0;33;0.14;0.17;3.6;6.6;0
E;Pescado paña, salado deshidratado;288;1204;21.5;54.3;6.2;0;0;0;16.5;710;639;0;7.1;0;0;0;0;0.3;1;0;1.2;0
E;Pescado pejerrey;105;441;76.5;19.6;2.4;0;0;0;1.4;105;311;0;0.7;0;0;0;0;0.01;0.05;4.5;0;0
E;Pescado pejesapo;101;423;76;22.1;0.7;0;0;0;1.3;0;243;0;0.8;0;0;0;0;0;0.14;2.2;0;0
E;Pescado pejesapo, pulpa asada;87;364;77.8;19.5;0.4;0;0;0;1.4;110;146;0;1.1;0;0;0;0;0.01;0.04;1.8;2.3;0
E;Pescado pejesapo, pulpa sancochada;83;347;77.8;18.7;0.3;0;0;0;0.9;109;136;0;1;0;0;0;0;0.04;0.11;1.25;2.1;0
E;Pescado perico, fresco, pulpa sin piel;91;379;78.1;20.2;0.5;0;0;0;1.2;10;210;0.35;0.43;60;370;0;0;0.34;0;3.58;0;0
E;Pescado pintadilla;85;356;77.4;18.8;0.5;0;0;0;1.3;80;193;0;1;0;0;0;0;0.1;0.11;2.83;5.3;0
E;Pescado ractacara, con espinas;87;364;74.2;15.4;2.3;0;0;0;2.5;593;390;0;1.7;0;0;0;0;0.01;0.08;2.1;2.9;0
E;Pescado raya, pulpa asada;136;569;65.9;31.1;0.4;0;0;0;1.4;15;215;0;1.2;0;0;0;0;0;0.15;3.85;0;0
E;Pescado róbalo;95;397;76.5;21.3;0.5;0;0;0;1.2;23;177;0.4;0.1;0;0;0;55;0.01;0.07;5;5.4;0
E;Pescado sardina, en aceite vegetal, conserva;242;1013;59.1;20.6;17.7;0;0;0;2.6;300;375;0.88;2.23;210;190;0;0;0.03;0;2.94;0;0
E;Pescado sardina, en salsa de tomate, conserva;85;355;78.5;14.9;1.6;2.8;0;0;2.2;440;405;1.25;1.76;220;255;0;0;0.03;0;1.58;1;0
E;Pescado sardina, en grated, conserva;171;714;65.4;22.4;9;0;0;0;3.2;151;473;1.31;1.6;0;0;0;32;1.3;0.04;3;3;0
E;Pescado sardina, filete, conserva;202;846;60.6;25.8;11;0;0;0;2.4;84;453;1.31;1.1;0;0;0;32;1.1;0.06;2.9;1.7;0
E;Pescado sardina, fresco;146;610;71.3;20.2;6.6;0;0;0;1;41;0;0;1.9;0;0;0;0;0;0;0;0;0
E;Pescado Tilapia, fresco;100;418;77.6;18.4;2.1;0.7;0;0;1.3;23;170;0.38;0.23;43;293;0;0;0.01;0.07;5.71;0;0
E;Pescado toyo, fresco;89;371;78.8;19.5;0.6;0;0;0;1.1;20;229;0;3.43;0;0;0;0;0.04;0.13;4.5;29.3;0
E;Pescado toyo, seco salado;186;776;38.3;38.6;2.3;0;0;0;19.7;0;0;0;0;0;0;0;0;0;0;0;0;0
E;Pescado tramboyo;85;356;78.8;19.2;0.3;0;0;0;1;84;141;0;0.1;0;0;0;0;0.02;0.07;0.95;4.7;0
E;Pescado trucha rosada;110;460;75.3;20.9;2.3;0;0;0;1.2;8;248;0.66;0.2;0;0;0;17;0.01;0.22;3.15;8.4;0
E;Pescado trucha, en conserva;167;699;66.8;21.5;9;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0
E;Pescado trucha, fresca;111;465;75.8;19.5;3.1;0;0;0;1.2;19;245;0.66;0.22;52;361;0;17;0.35;0.33;4.5;1;0
E;Pescado yahuarachi, con espinas;86;360;77.3;15.5;2.2;0;0;0;1.5;319;252;0;1.9;0;0;0;0;0.03;0.05;1.7;2.7;0
E;Pescado yuliya, con espinas;85;356;77.6;16.9;1.4;0;0;0;1.5;723;244;0;1.9;0;0;0;0;0.01;0.1;3;2.3;0
E;Pescado zúngaro, salado deshidratado;286;1196;24.1;47.3;9.3;0;0;0;17.6;308;398;0;6;0;0;0;0;0.39;0.21;0;1.2;0
E;Pique;78;326;79.3;15.9;1.1;0;0;0;2.4;302;99;0;1.3;0;0;0;0;0.02;0.2;0;2;0
E;Pota;91;380;78.1;16;1.1;3.1;0;0;1.7;9;180;1.53;0.08;0;0;0;10;0.02;0.06;1.8;2.3;0
E;Pota, concentrado proteico de;396;1658;5.9;91.8;0.3;0.5;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0
E;Pulpo;80;334;81.6;13.6;1.4;2.2;0;0;1.1;53;126;1.68;3;0;0;0;45;0.02;0.05;1.49;3.2;0
E;Choro, pulpa cocida, envasado;101;422;75.2;17.2;1.5;4.6;0;0;1.4;58;230;3.69;0.12;166;108;0;0;0;0.21;1.47;0;0
E;"Mixtura de mariscos: langostino,
mejillones, caracol, concha de abanico, calamar, pota, envasado";80;335;80;15.3;0.9;2.8;0;0;1.1;29;160;1.9;0.06;170;167;0;0;0;0.1;2.05;0;0
E;Pescado ayanque o cachema, pulpa con piel, sancochado sin sal;159;663;69.8;20.8;7.7;0;0;0;1.6;80;195;0.73;0.64;140;210;0;0;0.04;0;2.36;0;0
E;Pescado Boquichico, fresco;95;397;78.6;18.3;1.8;0.1;0;0;1.2;111;155;0.5;0.97;43;298;0;0;0.01;0.13;3.41;0;0
E;Pescado Cojinova, pulpa con piel, sancochado sin sal;120;501;71.2;26.8;0.6;0;0;0;1.4;54;200;0.55;0.9;57;300;0;0;0.03;0.1;7.41;0;0
E;Pescado Doncella, fresco;84;353;79.7;18.8;0.4;0;0;0;1.1;13;145;0.52;0.29;46;384;0;0;0.05;0.15;3.82;0;0
E;Pescado jurel, pulpa con piel, frita en aceite vegetal, sin sal;159;666;63.8;26.8;3.9;4.2;0;0;1.3;38;200;0.84;0.1;59;373;0;0;0.03;0.1;8;0;0
E;Pescado Jurel, pulpa con piel, sancochado sin sal;151;630;67.9;26.5;4;0.4;0;0;1.2;70;175;0.8;1.85;93;242;0;0;0.04;0.1;8.19;0;0
E;Pescado Paco, fresco;83;347;79.9;18.6;0.4;0;0;0;1.2;83;160;0.41;0.52;51;416;0;0;0.01;0.12;3.77;0;0
E;Pescado Palometa, fresco;124;520;75.7;18;5.2;0;0;0;1;61;130;0.59;0.49;83;241;0;0;0.16;0.22;2.31;0;0
E;Pescado Reyneta, fresco;94;395;77.6;20.3;0.9;0;0;0;1.2;25;180;0.35;0.3;83;408;0;0;0.05;0.04;9.36;0;0
E;Pez espada, fresco;211;883;64.9;19.8;14;0;0;0;1.2;38;205;0.79;0.47;25;458;0;0;0.07;0.07;8.37;0;0
E;Pescado trucha rosada, pulpa con piel, sancochado sin sal;168;702;67.9;22.3;8;0.1;0;0;1.8;100;280;0.74;0.51;40;270;0;0;0.11;0;3.53;0;0
F;Ballena, carne pulpa de;90;377;78;18.6;1.2;0;0;0;1.5;33;132;0;2.5;0;0;0;0;0.12;0.21;0;2.8;0
F;Carnero, cabeza sancochada de;111;464;79.2;14.2;5.6;0;0;0;1;17;130;0;2.1;0;0;0;0;0.02;0.24;1.8;0;0
F;Carnero, corazón de;115;456;77;15.9;4.6;1.4;1.4;0;1.1;17;194;1.87;2.8;0;0;0;0;0.22;0.51;5.5;3.8;0
F;Carnero, hígado de;131;549;72.1;19.9;4;2.6;2.6;0;1.4;24;199;4.66;6.3;0;0;0;7391;0.28;2.07;17.75;12.3;0
F;Carnero, panza de (mondongo);72;301;83.8;15.7;0.6;0;0;0;0.2;45;33;1.42;0.9;0;0;0;0;0;0.05;0;0;0
F;Carnero, patas sancochadas de;108;452;76.5;20.9;2.1;0;0;0;0.4;50;26;0;1;0;0;0;0;0.03;0.13;0.4;0;0
F;Carnero, pulmón de (bofe);77;322;81;13.4;2.2;0;0;0;1.2;21;200;1.8;6.2;0;0;0;27;0.09;0.52;3.8;3.4;0
F;Carnero, riñón;109;456;76.7;18;3.2;0.8;0.8;0;1.3;40;270;2.24;4.1;0;0;0;95;0.51;3;6.1;10;0
F;Carnero, sesos de;113;473;79.1;10;7.8;0;0;0;1.3;7;252;1.17;2.7;0;0;0;0;0.34;0.17;2.9;11.4;0
F;Carnero, pulpa gorda;267;1117;60.7;16.9;21.6;0;0;0;0.9;12;160;3.33;2.1;0;0;0;0;0.12;0.22;6.1;0;0
F;Carnero, pulpa muy magra;136;569;73.8;19;6.1;0;0;0;1.1;7;180;0;2.2;0;0;0;0;0.09;0.21;2.9;0;0
F;Carnero, pulpa semigorda;253;1059;61.4;18.2;19.4;0;0;0;1;7;190;3.52;2.5;0;0;0;0;0.07;0.15;2;0;0
F;Cerdo, carne sin hueso;198;828;69.2;14.4;15.1;0.1;0.1;0;1.2;12;238;1.74;1.3;0;0;0;2;0.9;0.16;5.1;0.6;0
F;Cerdo, hígado de;128;506;73.7;18.5;4.7;1.7;1.7;0;1.4;17;307;5.76;6.2;0;0;0;6502;0.3;2.49;14.9;9.8;0
F;Cerdo, patas semigordas;284;1188;57;20;22;0;0;0;1;16;240;0;3;0;0;0;0;0.98;0.28;5.2;0;0
F;Cerdo, pulmón de (bofe);79;331;81.3;13.5;2.4;0;0;0;0.9;17;169;2.03;3.4;0;0;0;0;0.1;0.27;3.05;4.3;0
F;Cerdo, riñón de;139;582;75.4;13.9;8.8;0;0;0;1.1;6;210;2.75;5.2;0;0;0;59;0.35;2.96;7.9;7.2;0
